region_id,association_id,route_id,origin,via,destination
1001,800064,701524,Tsietsi Temporary Allocated Taxi Rank,Meyer Street,Germiston Station Main Taxi Rank
1001,800064,701526,Tsietsi Temporary Allocated Taxi Rank,Minora Street,Duduza Taxi Rank
1001,800064,701528,Tsietsi Temporary Allocated Taxi Rank,Nalaletsap Street,Duduza Taxi Rank
1001,800064,701530,Temporary Allocated Taxi Rank,Sontonga Street,Kwesini Station Temporary Allocated Taxi Rank
1001,800064,701532,Tsietsi Temporary Allocated Taxi Rank,Vernus Street,Kwesini Station Temporary Allocated Taxi Rank
1001,800064,701534,Tsietsi Temporary Allocated Taxi Rank,Kwanele Street,Kwesini Station Temporary Allocated Taxi Rank
1001,800064,701536,Tsietsi Temporary Allocated Taxi Rank,Celtis Street,Palmridge Temporary Allocated Taxi Rank
1001,800064,701538,Tsietsi Temporary Allocated Taxi Rank,Kgotso Street,Natalspruit Hospital Taxi Rank
1001,800064,701540,,,
1001,800346,705872,Mohlakeng Four Square Main Taxi Rank,559,Randfontein Station Main Taxi Rank
1001,800346,705874,Mohlakeng Four Square Main Taxi Rank,Village Taxi Rank,Randfontein Station Main Taxi Rank
1001,800346,705876,Randfontein Station Main 1001G11001gc10050251 Taxi Rank,Main Reef Road,Westgate Shopping Mall Main Taxi Rank
1001,800346,705878,Mohlakeng Mini Taxi Rank,Azaadville,Leratong Hospital Main Taxi Rank
1001,800346,705880,Mohlakeng Mini Taxi Rank,Main Reef Road,Leratong Hospital Main Taxi Rank
1001,800346,705882,Mohlakeng Mini Taxi Rank,Kagiso Mall,Leratong Hospital Main Taxi Rank
1001,800346,705884,Randfontein Station Main Taxi Rank,Market Street,Parkcity Taxi Rank(Johannesburg)
1001,800346,705886,Randfontein Station Main Taxi Rank,Reitvallei Ext 2&3,Rietvlei Ext 1 & 2 Taxi Rank
1001,800346,705888,Randfontein Station Main Taxi Rank,Lenasia Road,Rietvlei Ext 1 & 2 Taxi Rank
1001,800346,705890,Randfontein Station Main Taxi Rank,Lenasia Road,Lenasia Main Taxi Rank
1001,800346,705892,Randfontein Station Main Taxi Rank,N14,Brandvlei Mini Temporary Allocated Taxi Rank
1001,800346,705894,Randfontein Station Main Taxi Rank,Golden Highway,Vereeniging Main Taxi Rank
1001,800346,705896,Randfontein Station Main Taxi Rank,Hexrivier,Finsbury Temporary Allocated Taxi Rank
1001,800346,705898,Randfontein Station Main Taxi Rank,Vleikop,Carltonville Main Taxi Rank
1001,800346,705900,Randfontein Station Main Taxi Rank,Mohlakeng,Westonaria Main Taxi Rank
1001,800346,705902,Randfontein Station Main Taxi Rank,Westrand Mine,Krugersdorp Station Main Taxi Rank
1001,800346,705904,Randfontein Station Main Taxi Rank,Protea Glen,Baragwanath Main Taxi Rank
1001,800346,705906,Mohlakeng Main Taxi Rank,Zuurbekom Road,Cooke 3 Mini Taxi Rank
1001,800346,705908,Mohlakeng Main Taxi Rank At Four Square Shopping Mall,Steyer Street,Randfontein Station Main Taxi Rank
1001,800346,705910,Mohlakeng Main Taxi Rank,Bussing Street,Randfontein Station Main Taxi Rank
1001,800346,705912,Mohlakeng Main Taxi Rank,Unie Street,Randfontein Station Main Taxi Rank
1001,800346,705914,Mohlakeng Four Square Main Taxi Rank,Monument Street,Krugersdorp Station Main Taxi Rank
1001,800346,705916,Randfontein Main Taxi Rank,Ventersdorp,Mafikeng Main Taxi Rank
1001,800346,705918,Randfontein Main Taxi Rank,Elangsvlei,Delareyville Taxi Rank
1001,800346,705920,Randfontein Main Taxi Rank,Besiesvlei,Vryburg Main Taxi Rank
1001,800346,705922,Randfontein Main Taxi Rank,Kruger Street,Taung Taxi Rank
1001,800346,705924,Randfontein Main Taxi Rank,Magaliesburg,Rustenburg Main Taxi Rank
1001,800346,705926,Randfontein Main Taxi Rank,Potgieter Street,Klerksforp Main Taxi Rank
1002,800026,700656,"Isando Temporary Allocated Taxi
Rank",M2 West,"Johannesburg Noord Street
Temporary Allocated Taxi Rank"
1002,800026,700658,"Or Tambo International Airport
Temporary Allocated Taxi Rank",M2 West,"Johannesburg Noord Street
Temporary Allocated Taxi Rank"
1002,800026,700660,"Or Tambo International Airport
Temporary Allocated Taxi Rank",M2 West,"Johannesburg Noord Street
Temporary Allocated Taxi Rank"
1002,800026,700662,Tembisa Thiteng Taxi Rank,M2 West,"Johannesburg Noord Street
Temporary Allocated Taxi Rank"
1002,800026,700664,Tembisa Thiteng Taxi Rank,24,"Johannesburg Noord Street
Temporary Allocated Taxi Rank"
1002,800026,700666,"Modderfontein/Long
Meadow/Founder's View
Temporary Allocated Taxi Rank",24,"Johannesburg Noord Street
Temporary Allocated Taxi Rank"
1002,800026,700668,Phomolong Taxi Rank,24,Noord Street Temporary Allocated Taxi Rank
1002,800026,700670,Phomolong Taxi Rank,M2 West,"Johannesburg Noord Street
Temporary Allocated Taxi Rank"
1002,800026,700672,Isando Temporary Allocated Taxi Rank,24,Johannesburg Noord Street Temporary Allocated Taxi Rank
1002,800026,700674,"Or Tambo International Airport
Temporary Allocated Taxi Rank",M2 West,"Johannesburg Noord Street
Temporary Allocated Taxi Rank"
1002,800026,700676,"Isando Temporary Allocated Taxi
Rank",M2 West,"Johannesburg Noord Street
Temporary Allocated Taxi Rank"
1002,800026,700678,"Isando Temporary Allocated Taxi
Rank",24,"Johannesburg Noord Street
Temporary Allocated Taxi Rank"
1002,800026,700680,"Kempton Park Temporary
Allocated Taxi Rank",24,"Johannesburg Noord Street
Temporary Allocated Taxi Rank"
1002,800026,700682,"Kempton Park Temporary
Allocated Taxi Rank",N3,Johannesburg Noord Street
1002,800026,700684,"Kushkes Street
Temporary Allocated Taxi Rank",24,"Johannesburg Noord Street
Temporary Allocated Taxi Rank"
1002,800026,700686,"Meadowdale Kushkes Street
Temporary Allocated Taxi Rank",24,"Johannesburg Noord Street
Temporary Allocated Taxi Rank"
1002,800026,700688,Edenvale Taxi Rank,24,"Johannesburg Noord Street
Temporary Allocated Taxi Rank"
1002,800066,701542,Baragwanath Hospital Main Taxi Rank,N8,Maseru Bridge Taxi Rank
1002,800066,701544,Baragwanath Hospital Main Taxi Rank,N5,Ficksburg Bridge Taxi Rank
1002,800066,701546,Baragwanath Taxi Rank,Potchfestroom Road (M68),Van Rooyen Border Post Taxi Rank
1002,800066,701548,Soweto Baragwanath Taxi Rank,Bethlehem,Caledonspoort Border Post Taxi Rank
1002,800066,701550,Lenasia Rank,Arlington,"Maseru Border Post, Temporary Allocated Taxi Rank"
1002,800066,701552,Lenasia Rank,Vlakfontein,Ficksburg Bridge Taxi Rank
1002,800066,701554,Lenasia Rank,Heilbron,Van Rooyen Border Post
1002,800066,701556,Lenasia Rank,Vanderbijiepark,Calendospoort Border Post
1002,800068,701558,Alexandra Main Taxi Rank,N3,Sunnnghill
1002,800068,701560,Alexandra Main Taxi Rank,Woodmead Drive,Sunnnghill
1002,800068,701562,Alexandra Pan Africa Taxi Rank,Old Pretoria Road,Sunnnghill
1002,800068,701564,Alexandra Pan African Taxi Rank,Woodmead Drive,Sunninghill Shopping Centre Temporary
1002,800068,701566,Alexandra Main Taxi Rank,London Road,Wynberg Corner 6Th Street & Rottenbacht
1002,800068,701568,Alexandra Pan African Taxi Rank,Old Pretroria Road,Wynberg Corner 6Th Street & Rotenbacht
1002,800068,701570,15Th Avenue Taxi Rank,London Road,Midrand Taxi Rank
1002,800068,701572,Alexandra Pan African Taxi Rank,Old Pretoria,Midrand Taxi Rank
1002,800068,701574,Alexandra 15Th Avenue Taxi Rank,Lombardy Road,Eastbank Temporary Allocated Taxi Rank
1002,800068,701576,Alexandra Pan African Taxi Rank,Rooseveldt Street,Eastbank Temporary Allocated Taxi Rank
1002,800068,701578,Alexandra Pan Africantaxi Rank,London Road,Eastbank Temporary Allocated Taxi Rank
1002,800068,701580,Alexandra Pan Africantaxi Rank,Lombardy Street,Eastbank Temporary Allocated Taxi Rank
1002,800068,701582,Alexandra Main Taxi Rank,N1,Diepsloot
1002,800068,701584,Alexandra Main Taxi Rank,Pretoria Main Road,Diepsloot Taxi Rank
1002,800068,701586,East Bank Avenue,Olifansfontein Road,Diepsloot Taxi Rank
1002,800068,701588,Sandton Taxi Rank,Monte Casino,Diepsloot Main Taxi Rank
1002,800068,701590,Sandton Taxi Rank,Witkoppen Road,Diepsloot Main Taxi Rank
1002,800068,701592,Woodmead,Witkoppen Road,Diepsloot Main Taxi Rank
1002,800068,701594,Johannesburg Jack Mincer Taxi Rank,N1 North,Waterfall Cbd Taxi Rank Midrand
1002,800068,701596,Johannesburg Jack Mincer Taxi Rank,M1 North,Jukskei Drive
1002,800068,701598,Olivenhoutsbosch Taxi Rank,Allandale Road,Waterfall Cbd Taxi Rank Midrand
1002,800068,701600,Alexandra Pan Africa Taxi Rank,M1 North,Waterfall Cbd Taxi Rank
1002,800068,701602,Midrand Main Taxi Rank,Allandale Road,Waterfall Cbd Taxi Rank Midrand
1002,800068,701604,Woodmead Shopping Centre,Rivonia Road,Randburg Taxi Rank
1002,800068,701606,Alexandra Pan Africa Taxi Rank,Marlboro Drive,Gallo Manor
1002,800068,701608,Alexandra Pan Africa Taxi Rank,N1,Diepsloot Main Taxi Rank
1002,800068,701610,Alexandra Pan Africa Taxi Rank,N1,Diepsloot Main Taxi
1002,800068,701612,Olivenhoutsch Temporary Allocated Taxi Rank,N1,Jack Mincer Taxi Rank
1002,800068,701614,Alexandra,London Rd And N3,Fourways
1002,800068,701616,Alexandra,London Rd- N3,Fourways
1002,800068,701618,Alexandra Pan African Taxi Rank Load,,Fourways Mall Temporary Allocated Taxi Rank
1002,800068,701620,15Th Avenue Taxi Rank In Alexandra,,Bryanston Drive And Cambridge Road At Morningside
1002,800068,701622,Alexandra Pan African Taxi Rank,Rivonia Road,Corner Bryanston Drive And Cambridge Road At Morningside
1002,800068,701624,Alexandra 15Th Avenue Taxi Rank,Rivonia Road,Leeukop Prison
1002,800068,701626,Alexandra Pan Africa Taxi Rank,Rivonia Road,Leeukop Prison
1002,800068,701628,15Th Avenue Taxi Rank In Alexandra,Rivonia Road,Leeukop Prison
1002,800068,701630,Alexandra Main Taxi Rank,Old Pretoria Road,15Th Avenue - Helen Street (Buccleugh)
1002,800068,701632,Alexandra Pan Africa Taxi Rank,Old Pretoria Road,Helen Street (Buccleugh)
1002,800068,701634,Alexandra Main Taxi Rank,Corporate Park Temporary Allocated Taxi Rank,15Th Avenue - Midrand
1002,800068,701636,Alexandra Pan Africa Taxi Rank,Old Pretoria Road,Midrand
1002,800068,701638,Alexandra Main Taxi Rank,Maxwell Drive,15Th Avenue - Woodmead
1002,800068,701640,Alexandra Pan Africa Taxi Rank,Old Pretoria Road,Woodmead (R55) Road
1002,800068,701642,Alexandra Main Taxi Rank,Allandale Road,15Th Avenue - Centurion
1002,800068,701646,Alexandra Pan African Taxi Rank,N1,Rantjies Temporary Allocated Taxi Rank
1002,800068,701648,Olivevehout Bosch,Old Pretroia Road,Midrand Main Taxi Rank
1002,800068,701650,Midrand Taxi Rank,Vorna Valley,Halfway House
1002,800068,701652,Midrand Taxi Rank,"7Th Road,",Kyalami Temporary Allocated Taxi Rank
1002,800068,701654,Midrand,Bowling Road,Sandton Taxi Rank
1002,800068,701656,Alexandra Main Taxi Rank,William Nicole Drive,Randburg Mall
1002,800068,701658,Alexandra Pan Africa Taxi Rank,Grayston Street,Randburg Mall
1002,800068,701660,Alexandra Main Taxi Rank,London Road,Parkmore
1002,800068,701662,Alexandra Pan African Taxi Rank,Grayston Drive,Parkmore
1002,800068,701664,Alexandra Main Taxi Rank,Catherine Street,Sandton (West & Revonia)
1002,800068,701666,Alexandra Pan Africa Taxi Rank,Grayston Street,Sandton (West & Rivonia)
1002,800068,701668,Alexandra Main Taxi Rank,Old Pretoria Road,Jack Mincer Taxi Rank
1002,800068,701670,Alexandra Pan Africa Taxi Rank,Clarendon Place,Jack Mincer Taxi Rank
1002,800068,701672,Alexandra Main Taxi Rank,Corlett Drive,Rosebank (Oxford)
1002,800068,701674,Alexandra Pan Africa Taxi,"Corlett Drive,",Rosebank (Oxford)
1002,800068,701676,Alexandra Main Taxi Rank,Rivonia Road,Sloane Street (Bryanston)
1002,800068,701678,Alexandra Pan Africa Taxi Rank,,Sloane Street (Bryanston)
1002,800068,701680,Midrand Main Taxi Rank,55,Fourways Shopping Centre Main Taxi Rank
1002,800068,701682,Olivenhoutbosch Temporary Allocated Taxi Rank,Cambridge Road,Randburg Taxi Rank
1002,800068,701684,Midrand Main Taxi Rank,Witkoppen,Randburg Main Taxi Rank
1002,800068,701686,Midrand Main Taxi Rank,Grayston Drive,Sandton Taxi Rank
1002,800068,701688,Kyalami Temporary Allocated Taxi Rank,Modderfontein Road,Tembisa Thiteng Taxi Rank
1002,800068,701690,Alexandra Main Taxi Rank,Lombardy Road,Limbro Park Temporary Allocated Taxi Rank
1002,800068,701692,Alexandra Main Taxi Rank,,Limbro Park Temporary Allocated Taxi Rank
1002,800068,701694,Alexandra Main Taxi Rank,Far East Bank Drive,Marlboro Drive (Marlboro Park)
1002,800068,701696,Alexandra Pan Africa Taxi Rank,"Old Pretoria Road,",Marlboro Drive (Marlboro Park)
1002,800068,701698,"Johannesburg Jack Mincer 
Taxi Rank",Allandale Road,"Randjies
Temporary Allcated Taxi Rank"
1002,800068,701700,Sunninghill Main Rank (Edison Street),Houghton Drive,Johannesburg Jack Mincer Taxi Rank
1002,800068,701702,Alexandra Main Taxi Rank,55,Atteridgeville Mphalane Main Taxi Rank
1002,800068,701704,Alexandra Pan Africa Taxi Rank,55,Atteridgeville Mphalane Main Taxi Rank
1002,800068,701706,Sandton Taxi Rank,55,Atteridgeville Taxi Rank
1002,800068,701708,Randburg Taxi Rank,Rivonia Road,Atteridgeville Mphalane Main Taxi Rank
1002,800068,701710,Kyalami Temporary Allocated Taxi Rank,,Atteridgeville Mphalane Main Taxi Rank
1002,800068,701712,Midrand Main Taxi Rank,55,Atteridgeville
1002,800068,701714,Olivenhoutsbosch Taxi Rank,Maunde Street,Atteridgeville Mphalane Main Taxi Rank
1002,800068,701716,Alexandra 15Th Avenue Taxi Rank,London Road,Ennerdale Taxi Rank
1002,800068,701718,Alexandra Pan African Taxi Rank,Old Pretroria,Ennerdale Taxi Rank
1002,800068,701720,Sandton Taxi Rank,M1 South,Ennerdale Taxi Rank
1002,800068,701722,Randburg Taxi Rank,Oxford Road,Ennerdale Taxi Rank
1002,800068,701724,Sunninghill Taxi Rank,Sandton Taxi Rank,Ennerdale Taxi Rank
1002,800068,701726,Midrand Taxi Rank,Woodmead Drive,Ennerdale Taxi Rank
1002,800068,701728,Olivenhoutsbosch Taxi Rank,Witkoppen Road,Ennerdale Main Taxi Rank
1002,800068,701730,Randburg Main Taxi Rank,Oxford Street,Ennerdale Taxi Rank Drop
1002,800068,701732,Fourways Shopping Centre Main Taxi Rank,M1 South,Ennerdale Taxi Rank
1002,800068,701734,Woodmead (R55) Road (Woodmead),Leeukop Correctional Services,Fourways Temporary Allocated Taxi Rank
1002,800068,701736,Woodmead (R55) Road,Rivonia Road,Sandton Taxi Rank
1002,800068,701738,West Street (Houghton Estate),Rivonia Road,Fourways Shopping Centre Main Taxi Rank
1002,800068,701740,Alexandra Pan Africa Taxi Rank,Old Pretoria Road,Sunninghill Main Rank (Edison Street)
1002,800068,701742,Alexandra Pan Africa Taxi Rank,Old Pretoria Road,Rivonia Road Corner Witkoppen
1002,800068,701744,Olivaenhoutbosch Temporary Allocated Taxi Rank,Khayalami Taxi Rank,Johannesburg Jack Mincer Taxi Rank
1002,800068,701746,Alexandra Main Taxi Rank,51,Daveyton Square Taxi Rank
1002,800068,701748,Sandton Taxi Rank,Kingsway Street,Daveyton Square Taxi Rank
1002,800068,701750,Woodmead Shopping Centre,N12,Daveyton Square Taxi Rank
1002,800068,701752,Midrand Main Taxi Rank,Heald Street,Daveyton Square Taxi Rank
1002,800068,701754,Alexandra Main Taxi Rank,N12,Daveyton Square Taxi Rank
1002,800068,701756,Alexandra Main Taxi Rank,N12,Dunswart North Junction
1002,800068,701758,Alexandra Pan Africa Taxi Rank,Hammanskraal,Thohoyandou
1002,800068,701760,Alexandra Main Taxi Rank,N1,Thohoyandou
1002,800068,701762,Alexandra Pan Africa Taxi Rank,Hammanskraal,Thohoyandou
1002,800068,701764,Midrand Taxi Rank,Hammanskraal,Motale Band Taxi Rank
1002,800068,701766,Midrand Main Taxi Rank,Hammanskraal,Thohoyandou
1002,800068,701768,Midrand Main Taxi Rank,Hammanskraal,Thohoyandou
1002,800068,701770,Midrand Main Taxi Rank,Hammanskraal,Thohoyandou
1002,800068,701772,Olivanhoutboscth Taxi Rank,Hammanskraal,Mutale Band Taxi Rank
1002,800068,701776,Alexandra 15Th Taxi Rank,Witkoppen Road,Diepsloot Taxi Rank
1002,800068,701778,Tsutsumani Taxi Rank,N1,Diepsloot Main Taxi Rank
1002,800068,701780,Sandton Taxi Rank,Witkoppen Road,Diepsloot Main Taxi Rank
1002,800068,701782,Woodmead,William Nichol Drive,Diepsloot Main Taxi Rank
1002,800068,701784,Johannesburg Jack Mincer Taxi Rank,M1,Lone Creek Street Temp. Rank
1002,800068,701786,Olivaenhoutbosch Temporary Allocated Taxi,Oxford Road,Rosebank Killarney Mall
1002,800070,701788,Alexandra Main Taxi Rank,Malboro Avenue,The Reeds Mall Taxi Rank
1002,800070,701790,Halfway Taxi Rank,Old Johannesburg Road,Centurion Taxi Rank
1002,800070,701792,Midrand Main Taxi Rank,Old Johannesburg Road,Belle Ombre Taxi And Bus Terminals
1002,800070,701794,Johannesburg Park Central Taxi Rank,Old Johannesburg Road,Centurion Existing Taxi Rank
1002,800070,701796,Sandton Main Taxi Rank,N1 North,Belle Ombre Bus And Taxi Terminus
1002,800070,701798,Johannesburg Park Central Taxi Rank,Corlet Drive,Limbro Park Business Centre Temporary Allocated Taxi Rank
1002,800070,701800,Johannesburg Park Central Taxi Rank,,"Bryanston Temporary Allocated Taxi
Rank"
1002,800070,701802,Johannesburg Park Central Taxi Rank,Empire Road,Water Front Shopping Centre
1002,800070,701804,Johannesburg Park Central Taxi Rank/,6Th Avenue,Bus & Taxi Terminal And Return
1002,800070,701806,,,
1002,800070,701808,Johannesburg Park Central Taxi Rank,Hendrick Verwoerd,Homestead Taxi Rank
1002,800070,701810,Randburg Mall Taxi Rank,7Th Avenue,Jack Mincer/Park Central Taxi Rank
1002,800070,701812,Johannesburg Park Central Taxi Rank,Parkmore Bus And Taxi Terminal,5Th Street Taxi Rank In Sandton
1002,800070,701814,Johannesburg Park Central Taxi Rank,Athol Oaklands,Sandton Main Taxi Rank At 5Th Street
1002,800070,701816,Alexandra Main Taxi Rank,Bryanston,Sandton Main Taxi Rank
1002,800070,701818,Johnnesburg Park Central Taxi Rank,Eastleigh,Jabula Taxi Rank
1002,800070,701820,Alexandra Main Taxi Rank,Eastgate,Main Reef Road
1002,800070,701822,Johannesburg Park Central Taxi Rank,Monte Casino,Lonhille Shopping Centre
1002,800070,701824,Johannesburg Park Central Taxi Rank,,Samrand Industrial Area
1002,800070,701826,Midrand Main Taxi Rank,Vallala Voortrekker Hoogter,Mabopane Station Reitgat Taxi Rank
1002,800070,701828,Johannesburg Park Central Taxi Rank,Modderfontein Road,Limbro Park Business Centre Temporary Allocated Taxi Rank
1002,800070,701830,Alexandra Main Taxi Rank,William Nicol,Randburg Main Taxi Rank
1002,800070,701832,Alexandra Main Taxi Rank,Grand Central,Halfway House Main Taxi Rank
1002,800070,701834,Alexandra Main Taxi Rank,Main Pretoria Road,Park Central Taxi Rank
1002,800070,701836,Alexandra Main Taxi Rank,Observatory Avenue,Lower Germiston
1002,800070,701838,Alexandra Main Taxi Rank,N3,Natalspruit Taxi Rank
1002,800070,701840,Alexandra Main Taxi Rank,Bus And Taxi Terminals In Modderfontein,Kempton Park Taxi Rank
1002,800070,701842,Alexandra Main Taxi Rank,Main Pretoria,"Cradock
Main Taxi Rank In Rosebank"
1002,800070,701844,Alexandra Main Taxi Rank,Old Johanessburg Road,Existing Taxi Rank In Centurion
1002,800070,701846,Alexandra Main Taxi Rank,Jan Smuts Avenue,Randburg Taxi Mall
1002,800070,701848,Alexandra Main Taxi Rank,Selbourne Street,Tsutsumani Village And London Road
1002,800070,701850,Alexandra Main Taxi Rank,Main Pretoria Road,Johannesburg Tempoary Allocated Taxi Rank
1002,800070,701852,Alexandra Main Taxi Rank,Valhalla And Voortrekker Hoogte,"Mabopane Station Into Riet-Gat Taxi
Rank"
1002,800070,701854,Alexandra Main Taxi Rank,Valhalla,Ombre Bus And Taxi Terminus
1002,800070,701856,Alexandra Main Taxi Rank,Main Pretoria Road,"Bus And
Taxi Terminals In Doorfontein"
1002,800070,701858,Alexandra Main Taxi Rank At 15Th Avenue,Pan Africa Taxi Rank,Sandringham Main Taxi Rank
1002,800070,701860,Alexandra Main Taxi Rank,Shaka Taxi Rank,Eden Mall Main Taxi Rank
1002,800070,701862,Alexandra Main Taxi Rank,Main Pretoria Road,3Rd Street Avenue Taxi Rank.
1002,800070,701864,Johannesburg Park Central,Boundary Road,Johannesburg Hospital Taxi Rank
1002,800070,701866,15Th Avenue Taxi Rank,Jan Smuts Avenue,Cresta Shopping Center
1002,800072,701868,Alexandra Long Distance Taxi Rank,Mokopane (R101),Mokwakwaila Taxi Rank (Tzaneen)
1002,800072,701870,Alexandra Main Taxi Rank,Polokwane (N1),Mokwakwaila (Tzaneen)
1002,800072,701872,Johannesburg Park-City Taxi Rank,Polokwane (N1),Bolobedu District (Mokwakwaila Taxi Rank)
1002,800074,701874,Johannesburg Park City Taxi Rank,23,Nquthu Main Taxi Rank
1002,800074,701876,Johannesburg Park City Taxi Rank,Germiston Main Taxi Rank,Nquthu Main Taxi Rank
1002,800074,701878,Johannesburg Park City Taxi Rank,Vosloorus Transfer Taxi Rank,"Nquthu Main Taxi
Rank"
1002,800074,701880,Johannesburg Park City Taxi Rank,M2 East,Nondweni Taxi Rank
1002,800074,701882,Johannesburg Park City Taxi Rank,Balfour,Nondweni Main Taxi Rank
1002,800074,701884,Johannesburg Park City Taxi Rank,R34 Utrecht Road,Nondweni Main Taxi Rank
1002,800076,701886,Baragwanath Main Taxi Rank (Johannesburg),Adcock Ingram Road,Thokoza Hospital Taxi Rank
1002,800076,701888,Baragwanath Main Taxi Rank (Johannesburg,Adcock Ingram Road,Thokoza Hospital Taxi Rank
1002,800076,701890,Baragwanath Main Taxi Rank (Johannesburg),Dynamo Street,Ennerdale Main Taxi Rank
1002,800076,701892,Baragwanath Main Taxi Rank,Elandsfontein Road,Steeldale Taxi Rank
1002,800076,701894,Baragwanath Main Taxi Rank (Johannesburg),Crownwood Road,Johannesburg Noord Street Temporary
1002,800076,701896,Baragwanath Main Taxi Rank,Eagle Road,Palm Springs Taxi Rank
1002,800076,701898,Baragwanath Main Taxi Rank,Second Avenue,Southgate Mall Taxi Rank
1002,800076,701900,Baragwanath Main Taxi Rank,Golden Highway,Southgate Mall Taxi Rank
1002,800076,701902,Baragwanath Main Taxi Rank,N12,Germiston Race Course
1002,800076,701904,Baragwanath Main Taxi Rank,Schoeman Freeway,Marabastad Main Taxi Rank
1002,800076,701906,Baragwanath Main Taxi Rank,Adcock Ingram Road,Aeroton Temporary Allocated Taxi Rank
1002,800076,701908,Baragwanath Main Taxi Rank,Adcock Ingram Road,Aeroton Temporary Allocated Taxi Rank
1002,800076,701910,Baragwanath Main Taxi Rank,Adcock Ingram Road,Aeroton Temporary Allocated Taxi Rank
1002,800076,701912,Baragwanath Main Taxi Rank,M1 North,Braamfontein Informal Taxi Rank
1002,800076,701914,Baragwanath Main Taxi Rank,Simmonds Steet,Braamfontein Informal Taxi Rank
1002,800076,701916,Baragwanath Main Taxi Rank,Simmonds Steet,Braamfontein Informal Taxi Rank
1002,800076,701918,Southgate Shopping Center Taxi Rank,Rand Show Road,Diepkloof Extension Taxi Rank
1002,800076,701920,Southgate Shopping Center Taxi Rank,Marthinus Smuts Drive,Diepkloof Extension Taxi Rank
1002,800076,701922,Diepkloof Extension Taxi Rank,Mentz Street,Johannesburg Jack Mincer Taxi Rank
1002,800076,701924,Diepkloof Extension Taxi Rank,Potchefstroom Road,Johannesburg Jack Mincer Taxi Rank
1002,800076,701926,Baragwanath Main Taxi Rank,Heidelberg Road,Alberton Pick 'N Pay Shopping Centre
1002,800076,701928,Baragwanath Main Taxi Rank,Voortrekker Road,Alberton Pick 'N Pay Shopping Centre
1002,800076,701930,Orlando East Kago Taxi Rank,Senaoane Street,Johannesburg Jack Mincer Taxi Rank
1002,800076,701932,Orlando East White Church Taxi Rank,Landsborough Street,Johannesburg Jack Mincer Taxi Rank
1002,800076,701934,Baragwanath Main Taxi Rank,Malta Road,Naturena Taxi Rank
1002,800076,701936,Baragwanath Main Taxi Rank,Malta Road,Naturena Taxi Rank
1002,800076,701938,Diepkloof Extension Taxi Rank,Aerodrome Road,Braamfontein De Beer And Jorison Taxi Rank
1002,800076,701940,Diepkloof Taxi Rank,Juta Street,Braamfontein Taxi Rank
1002,800076,701942,Baragwanath Main Taxi Rank,Comaro Street,Theglen Mall Taxi Rank
1002,800076,701944,Baragwanath Main Taxi Rank,Orpen Road,The Glen Mall Taxi Rank
1002,800076,701946,Baragwanath Main Taxi Rank,Mathews Street,Evaton Masenkeng Taxi Rank
1002,800076,701948,Jack Mincer Taxi Rank,Smit Street,Motswaledi Baragwanath Taxi Rank
1002,800076,701950,Jack Mincer Taxi Rank,N12 West,Motswaledi Baragwanath Taxi Rank
1002,800076,701952,Baragwanath Main Taxi Rank,M1 North,Turfontein Race Course
1002,800076,701954,Baragwanath Main Taxi Rank,Dynamo Street,Devland Taxi Rank
1002,800076,701956,Motswaledi Baragwanath Taxi Rank,M1 North,Jack Mincer Taxi Rank
1002,800076,701958,Baragwanath Main Taxi Rank,Golden Highway,Orange Farm Taxi Rank
1002,800076,701960,Baragwanath Main Taxi Rank,Golden Highway (R553),Ennerdale Main Taxi Rank
1002,800076,701962,Baragwanath Main Taxi Rank,Rifle Range Road,Steeldale Taxi Rank
1002,800076,701964,Baragwanath Main Taxi Rank,Crownwood Road,Johannesburg Noord Street Temporary Allocated Taxi Rank
1002,800076,701966,Baragwanath Main Taxi Rank,Golden Highway,Orange Farm Taxi Rank
1002,800076,701968,Baragwanath Main Taxi Rank,N12 East,New Market Race Course Taxi Rank
1002,800076,701970,Baragwanath Hospital Main Taxi Rank,De Villiers Road,Vaal Race Course Taxi Rank
1002,800076,701972,Baragwanath Main Taxi Rank,Old Johannesburg Road,Vaal Race Course Taxi Rank
1002,800076,701974,Baragwanath Main Taxi Rank,Loveday Street,Hillbrow Taxi Rank
1002,800076,701976,Naturena Ext 26 (Naturena Ext 26),Crownwood Road,Jack Mincer Taxi Rank
1002,800076,701978,Baragwanath Main Taxi Rank,Golden Highway,Freedom Park Siyaya Taxi Rank
1002,800076,701980,Freedom Park Taxi Rank,Landsborough Street,Jack Mincer Taxi Rank
1002,800076,701982,Orlando East Taxi Rank,Rand Show Road,Southgate Shopping Center Taxi Rank
1002,800078,701988,Immink Drive,Soweto Highway,Granville Avenue
1002,800078,701990,New Canada Road,Turbine Road,Granville Road
1002,800078,701992,Baragwanath Main Taxi Rank,Soweto Highway,Granville Avenue
1002,800078,701994,Baragwanath Main Taxi Rank,Marthinus Smuts Drive,Mlalankunzi Taxi Rank
1002,800078,701996,Baragwanath Main Taxi Rank,Marthinus Smuts Drive,Croesus Taxi Rank
1002,800078,701998,Baragwanath Main Taxi Rank,Nkwanca Street,Meadowlands
1002,800078,702000,Baragwanath Main Taxi Rank,Soweto Highway,"Meadowlands Freeway (Bhareni
Zone 10 Taxi Rank"
